date,weekday,iso_week,year,month,work_package,ap_title,planned_activity_raw,subactivity,planned_artifact,planned_hours,category,source_label
2027-05-04,Dienstag,18,2027,5,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen (geplante Etappe 4/4)","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen",Extraction Error Analysis,8,AP,AP4
2027-05-05,Mittwoch,18,2027,5,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Komponenten integrieren, Regressionstests ergänzen und Schnittstellen stabilisieren (geplante Etappe 1/3)","Komponenten integrieren, Regressionstests ergänzen und Schnittstellen stabilisieren",Extraction Pipeline,8,AP,AP4
2027-05-06,Donnerstag,18,2027,5,,,Feiertag: Christi Himmelfahrt,Feiertag: Christi Himmelfahrt,,0,HOLIDAY,Feiertag
2027-05-07,Freitag,18,2027,5,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Komponenten integrieren, Regressionstests ergänzen und Schnittstellen stabilisieren (geplante Etappe 2/3)","Komponenten integrieren, Regressionstests ergänzen und Schnittstellen stabilisieren",Extraction Pipeline,8,AP,AP4
2027-05-10,Montag,19,2027,5,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Komponenten integrieren, Regressionstests ergänzen und Schnittstellen stabilisieren (geplante Etappe 3/3)","Komponenten integrieren, Regressionstests ergänzen und Schnittstellen stabilisieren",Extraction Pipeline,8,AP,AP4
2027-05-11,Dienstag,19,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,"Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen (geplante Etappe 1/6)","Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen",Evidence Graph Schema,8,AP,AP5
2027-05-12,Mittwoch,19,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,"Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen (geplante Etappe 2/6)","Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen",Evidence Graph Schema,8,AP,AP5
2027-05-13,Donnerstag,19,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,"Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen (geplante Etappe 3/6)","Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen",Evidence Graph Schema,8,AP,AP5
2027-05-14,Freitag,19,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,"Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen (geplante Etappe 4/6)","Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen",Evidence Graph Schema,8,AP,AP5
2027-05-17,Montag,20,2027,5,,,Feiertag: Pfingstmontag,Feiertag: Pfingstmontag,,0,HOLIDAY,Feiertag
2027-05-18,Dienstag,20,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,"Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen (geplante Etappe 5/6)","Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen",Evidence Graph Schema,8,AP,AP5
2027-05-19,Mittwoch,20,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,"Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen (geplante Etappe 6/6)","Evidenzgraph-Schema für Aussagen, Entitäten, Zeit, Status und Provenienz entwerfen",Evidence Graph Schema,8,AP,AP5
2027-05-20,Donnerstag,20,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 1/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-05-21,Freitag,20,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 2/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-05-24,Montag,21,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 3/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-05-25,Dienstag,21,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 4/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-05-26,Mittwoch,21,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 5/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-05-27,Donnerstag,21,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 6/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-05-28,Freitag,21,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 7/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-05-31,Montag,22,2027,5,AP5,Evidenzgraph und Fusionsalgorithmen,Graphkonstruktion aus extrahierten Dokumentinformationen implementieren (geplante Etappe 8/8),Graphkonstruktion aus extrahierten Dokumentinformationen implementieren,Evidence Graph Builder,8,AP,AP5
2027-06-01,Dienstag,22,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln (geplante Etappe 1/6),Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln,Candidate Retrieval,8,AP,AP5
2027-06-02,Mittwoch,22,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln (geplante Etappe 2/6),Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln,Candidate Retrieval,8,AP,AP5
2027-06-03,Donnerstag,22,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln (geplante Etappe 3/6),Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln,Candidate Retrieval,8,AP,AP5
2027-06-04,Freitag,22,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln (geplante Etappe 4/6),Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln,Candidate Retrieval,8,AP,AP5
2027-06-07,Montag,23,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln (geplante Etappe 5/6),Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln,Candidate Retrieval,8,AP,AP5
2027-06-08,Dienstag,23,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln (geplante Etappe 6/6),Graph- und strukturbezogene Kandidatensuche für potenzielle Konfliktpaare entwickeln,Candidate Retrieval,8,AP,AP5
2027-06-09,Mittwoch,23,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln (geplante Etappe 1/7),Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln,Consistency Rules,8,AP,AP5
2027-06-10,Donnerstag,23,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln (geplante Etappe 2/7),Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln,Consistency Rules,8,AP,AP5
2027-06-11,Freitag,23,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln (geplante Etappe 3/7),Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln,Consistency Rules,8,AP,AP5
2027-06-14,Montag,24,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln (geplante Etappe 4/7),Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln,Consistency Rules,8,AP,AP5
2027-06-15,Dienstag,24,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln (geplante Etappe 5/7),Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln,Consistency Rules,8,AP,AP5
2027-06-16,Mittwoch,24,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln (geplante Etappe 6/7),Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln,Consistency Rules,8,AP,AP5
2027-06-17,Donnerstag,24,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln (geplante Etappe 7/7),Symbolische Zeit-/Status-Konsistenzregeln auf dem Evidenzgraphen entwickeln,Consistency Rules,8,AP,AP5
2027-06-18,Freitag,24,2027,6,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-06-21,Montag,25,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren (geplante Etappe 1/6),Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren,Semantic Evidence,8,AP,AP5
2027-06-22,Dienstag,25,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren (geplante Etappe 2/6),Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren,Semantic Evidence,8,AP,AP5
2027-06-23,Mittwoch,25,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren (geplante Etappe 3/6),Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren,Semantic Evidence,8,AP,AP5
2027-06-24,Donnerstag,25,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren (geplante Etappe 4/6),Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren,Semantic Evidence,8,AP,AP5
2027-06-25,Freitag,25,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren (geplante Etappe 5/6),Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren,Semantic Evidence,8,AP,AP5
2027-06-28,Montag,26,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren (geplante Etappe 6/6),Semantische NLI-/LLM-Signale in die Evidenzrepräsentation integrieren,Semantic Evidence,8,AP,AP5
2027-06-29,Dienstag,26,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 1/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-06-30,Mittwoch,26,2027,6,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 2/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-01,Donnerstag,26,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 3/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-02,Freitag,26,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 4/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-05,Montag,27,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 5/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-06,Dienstag,27,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 6/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-07,Mittwoch,27,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 7/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-08,Donnerstag,27,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 8/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-09,Freitag,27,2027,7,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-07-12,Montag,28,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 9/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-13,Dienstag,28,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren (geplante Etappe 10/10),Alternative Fusions- und Entscheidungslogiken entwickeln und implementieren,Fusion Variants,8,AP,AP5
2027-07-14,Mittwoch,28,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren (geplante Etappe 1/5),Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren,Graph Reasoning,8,AP,AP5
2027-07-15,Donnerstag,28,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren (geplante Etappe 2/5),Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren,Graph Reasoning,8,AP,AP5
2027-07-16,Freitag,28,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren (geplante Etappe 3/5),Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren,Graph Reasoning,8,AP,AP5
2027-07-19,Montag,29,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren (geplante Etappe 4/5),Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren,Graph Reasoning,8,AP,AP5
2027-07-20,Dienstag,29,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren (geplante Etappe 5/5),Mehrkanten- und Konfliktpfade analysieren und Fehlerfortpflanzung modellieren,Graph Reasoning,8,AP,AP5
2027-07-21,Mittwoch,29,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Hybridarchitekturen experimentell auf Development/Validation vergleichen (geplante Etappe 1/6),Hybridarchitekturen experimentell auf Development/Validation vergleichen,Hybrid Experiments,8,AP,AP5
2027-07-22,Donnerstag,29,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Hybridarchitekturen experimentell auf Development/Validation vergleichen (geplante Etappe 2/6),Hybridarchitekturen experimentell auf Development/Validation vergleichen,Hybrid Experiments,8,AP,AP5
2027-07-23,Freitag,29,2027,7,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-07-26,Montag,30,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Hybridarchitekturen experimentell auf Development/Validation vergleichen (geplante Etappe 3/6),Hybridarchitekturen experimentell auf Development/Validation vergleichen,Hybrid Experiments,8,AP,AP5
2027-07-27,Dienstag,30,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Hybridarchitekturen experimentell auf Development/Validation vergleichen (geplante Etappe 4/6),Hybridarchitekturen experimentell auf Development/Validation vergleichen,Hybrid Experiments,8,AP,AP5
2027-07-28,Mittwoch,30,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Hybridarchitekturen experimentell auf Development/Validation vergleichen (geplante Etappe 5/6),Hybridarchitekturen experimentell auf Development/Validation vergleichen,Hybrid Experiments,8,AP,AP5
2027-07-29,Donnerstag,30,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Hybridarchitekturen experimentell auf Development/Validation vergleichen (geplante Etappe 6/6),Hybridarchitekturen experimentell auf Development/Validation vergleichen,Hybrid Experiments,8,AP,AP5
2027-07-30,Freitag,30,2027,7,AP5,Evidenzgraph und Fusionsalgorithmen,Architekturvergleich auswerten und Kandidaten für AP6 auswählen (geplante Etappe 1/4),Architekturvergleich auswerten und Kandidaten für AP6 auswählen,Architecture Comparison,8,AP,AP5
2027-08-02,Montag,31,2027,8,AP5,Evidenzgraph und Fusionsalgorithmen,Architekturvergleich auswerten und Kandidaten für AP6 auswählen (geplante Etappe 2/4),Architekturvergleich auswerten und Kandidaten für AP6 auswählen,Architecture Comparison,8,AP,AP5
2027-08-03,Dienstag,31,2027,8,AP5,Evidenzgraph und Fusionsalgorithmen,Architekturvergleich auswerten und Kandidaten für AP6 auswählen (geplante Etappe 3/4),Architekturvergleich auswerten und Kandidaten für AP6 auswählen,Architecture Comparison,8,AP,AP5
2027-08-04,Mittwoch,31,2027,8,AP5,Evidenzgraph und Fusionsalgorithmen,Architekturvergleich auswerten und Kandidaten für AP6 auswählen (geplante Etappe 4/4),Architekturvergleich auswerten und Kandidaten für AP6 auswählen,Architecture Comparison,4,AP,AP5
2027-08-04,Mittwoch,31,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 1/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,4,AP,AP6
2027-08-05,Donnerstag,31,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 1/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-06,Freitag,31,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 2/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-09,Montag,32,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 3/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-10,Dienstag,32,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 4/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-11,Mittwoch,32,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 5/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-12,Donnerstag,32,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 6/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-13,Freitag,32,2027,8,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-08-16,Montag,33,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 7/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-17,Dienstag,33,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 8/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,8,AP,AP6
2027-08-18,Mittwoch,33,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln (geplante Etappe 9/9),Konfidenz- und Evidenzkalibrierung für hybride Modellsignale entwickeln,Calibration,4,AP,AP6
2027-08-18,Mittwoch,33,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren (geplante Etappe 1/5),Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren,Threshold Study,4,AP,AP6
2027-08-19,Donnerstag,33,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren (geplante Etappe 1/5),Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren,Threshold Study,8,AP,AP6
2027-08-20,Freitag,33,2027,8,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-08-23,Montag,34,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren (geplante Etappe 2/5),Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren,Threshold Study,8,AP,AP6
2027-08-24,Dienstag,34,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren (geplante Etappe 3/5),Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren,Threshold Study,8,AP,AP6
2027-08-25,Mittwoch,34,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren (geplante Etappe 4/5),Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren,Threshold Study,8,AP,AP6
2027-08-26,Donnerstag,34,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen",Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren (geplante Etappe 5/5),Entscheidungsschwellen bei kontrollierter False-Positive-Rate optimieren,Threshold Study,4,AP,AP6
2027-08-26,Donnerstag,34,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 1/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,4,AP,AP6
2027-08-27,Freitag,34,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 1/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-08-30,Montag,35,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 2/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-08-31,Dienstag,35,2027,8,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 3/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-09-01,Mittwoch,35,2027,9,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 4/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-09-02,Donnerstag,35,2027,9,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 5/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-09-03,Freitag,35,2027,9,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 6/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-09-06,Montag,36,2027,9,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 7/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-09-07,Dienstag,36,2027,9,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 8/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
2027-09-08,Mittwoch,36,2027,9,AP6,"Kalibrierung, Ablation, Fehler- und Robustheitsanalysen","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen (geplante Etappe 9/12)","Ablationsstudien für Entity, Zeit, Status, Graph, NLI/LLM und Fusion durchführen",Ablation Results,8,AP,AP6
